,RegionName,RegionID,SizeRank,Date,value
8635,"Allentown, PA",394318,67,2021-01,1506
8636,"El Paso, TX",394561,68,2021-01,1127
8637,"Baton Rouge, LA",394367,69,2021-01,1185
8638,"Dayton, OH",394521,70,2021-01,1061
8639,"McAllen, TX",394843,71,2021-01,921
8640,"Columbia, SC",394486,72,2021-01,1216
8641,"Greensboro, NC",394648,73,2021-01,1247
8642,"Akron, OH",394304,74,2021-01,991
8643,"North Port-Sarasota-Bradenton, FL",753906,75,2021-01,1716
8644,"Little Rock, AR",394798,76,2021-01,921
8645,"Stockton, CA",395134,77,2021-01,2258
8646,"Charleston, SC",394457,78,2021-01,1521
8647,"Syracuse, NY",395143,79,2021-01,1188
8648,"Colorado Springs, CO",394484,80,2021-01,1554
8649,"Winston-Salem, NC",395235,81,2021-01,1414
8650,"Wichita, KS",395224,82,2021-01,850
8651,"Springfield, MA",395115,83,2021-01,1527
8652,"Fort Myers, FL",394440,84,2021-01,1492
8653,"Boise City, ID",394399,85,2021-01,1572
8654,"Toledo, OH",395160,86,2021-01,1004
8655,"Madison, WI",394816,87,2021-01,1245
8656,"Lakeland, FL",394766,88,2021-01,1480
8657,"Ogden, UT",394931,89,2021-01,1395
8658,"Daytona Beach, FL",394528,90,2021-01,1498
8659,"Des Moines, IA",394531,91,2021-01,1139
8660,"Jackson, MS",394711,92,2021-01,1250
8661,"Youngstown, OH",395245,93,2021-01,768
8662,"Augusta, GA",394352,94,2021-01,1153
8663,"Scranton, PA",395075,95,2021-01,1024
8664,"Harrisburg, PA",394666,96,2021-01,1162
8665,"Melbourne, FL",394957,97,2021-01,1484
8666,"Spokane, WA",395113,99,2021-01,1328
8667,"Provo, UT",395006,100,2021-01,1421
8668,"Killeen, TX",394746,128,2021-01,1094
8669,"College Station, TX",394483,192,2021-01,1475
8670,United States,102001,0,2021-02,1705
8671,"New York, NY",394913,1,2021-02,5174
8672,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2021-02,2402
8673,"Chicago, IL",394463,3,2021-02,1625
8674,"Dallas-Fort Worth, TX",394514,4,2021-02,1498
8675,"Philadelphia, PA",394974,5,2021-02,1616
8676,"Houston, TX",394692,6,2021-02,1379
8677,"Washington, DC",395209,7,2021-02,1959
8678,"Miami-Fort Lauderdale, FL",394856,8,2021-02,2074
8679,"Atlanta, GA",394347,9,2021-02,1615
8680,"Boston, MA",394404,10,2021-02,2530
8681,"San Francisco, CA",395057,11,2021-02,2941
8682,"Detroit, MI",394532,12,2021-02,1266
8683,"Riverside, CA",395025,13,2021-02,2155
8684,"Phoenix, AZ",394976,14,2021-02,1557
8685,"Seattle, WA",395078,15,2021-02,1926
8686,"Minneapolis-St Paul, MN",394865,16,2021-02,1521
8687,"San Diego, CA",395056,17,2021-02,2420
8688,"St. Louis, MO",395121,18,2021-02,1124
8689,"Tampa, FL",395148,19,2021-02,1625
8690,"Baltimore, MD",394358,20,2021-02,1622
8691,"Denver, CO",394530,21,2021-02,1719
8692,"Pittsburgh, PA",394982,22,2021-02,1219
8693,"Portland, OR",394998,23,2021-02,1640
8694,"Charlotte, NC",394458,24,2021-02,1486
8695,"Sacramento, CA",395045,25,2021-02,2001
8696,"San Antonio, TX",395055,26,2021-02,1225
8697,"Orlando, FL",394943,27,2021-02,1634
8698,"Cincinnati, OH",394466,28,2021-02,1276
8699,"Cleveland, OH",394475,29,2021-02,1146
8700,"Kansas City, MO",394735,30,2021-02,1178
8701,"Las Vegas, NV",394775,31,2021-02,1500
8702,"Columbus, OH",394492,32,2021-02,1259
8703,"Indianapolis, IN",394705,33,2021-02,1270
8704,"San Jose, CA",395059,34,2021-02,2924
8705,"Austin, TX",394355,35,2021-02,1512
8706,"Virginia Beach, VA",395194,36,2021-02,1383
8707,"Nashville, TN",394902,37,2021-02,1569
8708,"Providence, RI",395005,38,2021-02,1636
8709,"Milwaukee, WI",394862,39,2021-02,1138
8710,"Jacksonville, FL",394714,40,2021-02,1455
8711,"Memphis, TN",394849,41,2021-02,1326
8712,"Oklahoma City, OK",394935,42,2021-02,1132
8713,"Louisville-Jefferson County, KY",394807,43,2021-02,1100
8714,"Hartford, CT",394669,44,2021-02,1477
8715,"Richmond, VA",395022,45,2021-02,1356
8716,"New Orleans, LA",394910,46,2021-02,1239
8717,"Buffalo, NY",394425,47,2021-02,1071
8718,"Raleigh, NC",395012,48,2021-02,1457
8719,"Birmingham, AL",394388,49,2021-02,1211
8720,"Salt Lake City, UT",395053,50,2021-02,1425
8721,"Rochester, NY",395031,51,2021-02,1192
8722,"Grand Rapids, MI",394640,52,2021-02,1322
8723,"Tucson, AZ",395167,53,2021-02,1327
8724,"Urban Honolulu, HI",753924,54,2021-02,2406
8725,"Tulsa, OK",395169,55,2021-02,1082
8726,"Fresno, CA",394619,56,2021-02,1661
8727,"Worcester, MA",395238,57,2021-02,1553
8728,"Stamford, CT",394415,58,2021-02,2339
8729,"Albuquerque, NM",394312,59,2021-02,1224
8730,"Albany, NY",394308,60,2021-02,1277
8731,"Omaha, NE",394938,61,2021-02,1081
8732,"New Haven, CT",394908,62,2021-02,1604
8733,"Bakersfield, CA",394357,63,2021-02,1384
8734,"Knoxville, TN",394753,64,2021-02,1300
8735,"Greenville, SC",394653,65,2021-02,1214
8736,"Ventura, CA",394952,66,2021-02,2627
8737,"Allentown, PA",394318,67,2021-02,1525
8738,"El Paso, TX",394561,68,2021-02,1136
8739,"Baton Rouge, LA",394367,69,2021-02,1193
8740,"Dayton, OH",394521,70,2021-02,1071
8741,"McAllen, TX",394843,71,2021-02,929
8742,"Columbia, SC",394486,72,2021-02,1227
8743,"Greensboro, NC",394648,73,2021-02,1263
8744,"Akron, OH",394304,74,2021-02,1000
8745,"North Port-Sarasota-Bradenton, FL",753906,75,2021-02,1755
8746,"Little Rock, AR",394798,76,2021-02,930
8747,"Stockton, CA",395134,77,2021-02,2287
8748,"Charleston, SC",394457,78,2021-02,1542
8749,"Syracuse, NY",395143,79,2021-02,1202
8750,"Colorado Springs, CO",394484,80,2021-02,1573
8751,"Winston-Salem, NC",395235,81,2021-02,1432
8752,"Wichita, KS",395224,82,2021-02,855
8753,"Springfield, MA",395115,83,2021-02,1536
8754,"Fort Myers, FL",394440,84,2021-02,1523
8755,"Boise City, ID",394399,85,2021-02,1599
8756,"Toledo, OH",395160,86,2021-02,1015
8757,"Madison, WI",394816,87,2021-02,1250
8758,"Lakeland, FL",394766,88,2021-02,1502
8759,"Ogden, UT",394931,89,2021-02,1414
8760,"Daytona Beach, FL",394528,90,2021-02,1518
8761,"Des Moines, IA",394531,91,2021-02,1144
8762,"Jackson, MS",394711,92,2021-02,1259
8763,"Youngstown, OH",395245,93,2021-02,777
8764,"Augusta, GA",394352,94,2021-02,1165
8765,"Scranton, PA",395075,95,2021-02,1035
8766,"Harrisburg, PA",394666,96,2021-02,1174
8767,"Melbourne, FL",394957,97,2021-02,1509
8768,"Spokane, WA",395113,99,2021-02,1350
8769,"Provo, UT",395006,100,2021-02,1440
8770,"Killeen, TX",394746,128,2021-02,1113
8771,"College Station, TX",394483,192,2021-02,1482
8772,United States,102001,0,2021-03,1723
8773,"New York, NY",394913,1,2021-03,5214
8774,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2021-03,2423
8775,"Chicago, IL",394463,3,2021-03,1634
8776,"Dallas-Fort Worth, TX",394514,4,2021-03,1517
8777,"Philadelphia, PA",394974,5,2021-03,1628
8778,"Houston, TX",394692,6,2021-03,1391
8779,"Washington, DC",395209,7,2021-03,1972
8780,"Miami-Fort Lauderdale, FL",394856,8,2021-03,2112
8781,"Atlanta, GA",394347,9,2021-03,1642
8782,"Boston, MA",394404,10,2021-03,2549
8783,"San Francisco, CA",395057,11,2021-03,2955
8784,"Detroit, MI",394532,12,2021-03,1278
8785,"Riverside, CA",395025,13,2021-03,2187
8786,"Phoenix, AZ",394976,14,2021-03,1588
8787,"Seattle, WA",395078,15,2021-03,1945
8788,"Minneapolis-St Paul, MN",394865,16,2021-03,1528
8789,"San Diego, CA",395056,17,2021-03,2449
8790,"St. Louis, MO",395121,18,2021-03,1133
8791,"Tampa, FL",395148,19,2021-03,1658
8792,"Baltimore, MD",394358,20,2021-03,1637
8793,"Denver, CO",394530,21,2021-03,1737
8794,"Pittsburgh, PA",394982,22,2021-03,1227
8795,"Portland, OR",394998,23,2021-03,1656
8796,"Charlotte, NC",394458,24,2021-03,1506
8797,"Sacramento, CA",395045,25,2021-03,2024
8798,"San Antonio, TX",395055,26,2021-03,1239
8799,"Orlando, FL",394943,27,2021-03,1660
8800,"Cincinnati, OH",394466,28,2021-03,1286
8801,"Cleveland, OH",394475,29,2021-03,1154
8802,"Kansas City, MO",394735,30,2021-03,1186
8803,"Las Vegas, NV",394775,31,2021-03,1529
8804,"Columbus, OH",394492,32,2021-03,1269
8805,"Indianapolis, IN",394705,33,2021-03,1283
8806,"San Jose, CA",395059,34,2021-03,2937
8807,"Austin, TX",394355,35,2021-03,1538
8808,"Virginia Beach, VA",395194,36,2021-03,1400
8809,"Nashville, TN",394902,37,2021-03,1589
8810,"Providence, RI",395005,38,2021-03,1654
8811,"Milwaukee, WI",394862,39,2021-03,1144
8812,"Jacksonville, FL",394714,40,2021-03,1480
8813,"Memphis, TN",394849,41,2021-03,1343
8814,"Oklahoma City, OK",394935,42,2021-03,1143
8815,"Louisville-Jefferson County, KY",394807,43,2021-03,1107
8816,"Hartford, CT",394669,44,2021-03,1489
8817,"Richmond, VA",395022,45,2021-03,1371
8818,"New Orleans, LA",394910,46,2021-03,1251
8819,"Buffalo, NY",394425,47,2021-03,1079
8820,"Raleigh, NC",395012,48,2021-03,1476
8821,"Birmingham, AL",394388,49,2021-03,1221
8822,"Salt Lake City, UT",395053,50,2021-03,1444
8823,"Rochester, NY",395031,51,2021-03,1203
8824,"Grand Rapids, MI",394640,52,2021-03,1334
8825,"Tucson, AZ",395167,53,2021-03,1346
8826,"Urban Honolulu, HI",753924,54,2021-03,2424
8827,"Tulsa, OK",395169,55,2021-03,1094
8828,"Fresno, CA",394619,56,2021-03,1687
8829,"Worcester, MA",395238,57,2021-03,1567
8830,"Stamford, CT",394415,58,2021-03,2359
8831,"Albuquerque, NM",394312,59,2021-03,1242
8832,"Albany, NY",394308,60,2021-03,1287
8833,"Omaha, NE",394938,61,2021-03,1089
8834,"New Haven, CT",394908,62,2021-03,1621
8835,"Bakersfield, CA",394357,63,2021-03,1400
8836,"Knoxville, TN",394753,64,2021-03,1320
8837,"Greenville, SC",394653,65,2021-03,1228
8838,"Ventura, CA",394952,66,2021-03,2657
8839,"Allentown, PA",394318,67,2021-03,1544
8840,"El Paso, TX",394561,68,2021-03,1146
8841,"Baton Rouge, LA",394367,69,2021-03,1201
8842,"Dayton, OH",394521,70,2021-03,1081
8843,"McAllen, TX",394843,71,2021-03,936
8844,"Columbia, SC",394486,72,2021-03,1242
8845,"Greensboro, NC",394648,73,2021-03,1278
8846,"Akron, OH",394304,74,2021-03,1009
8847,"North Port-Sarasota-Bradenton, FL",753906,75,2021-03,1794
8848,"Little Rock, AR",394798,76,2021-03,939
8849,"Stockton, CA",395134,77,2021-03,2316
8850,"Charleston, SC",394457,78,2021-03,1564
8851,"Syracuse, NY",395143,79,2021-03,1216
8852,"Colorado Springs, CO",394484,80,2021-03,1592
8853,"Winston-Salem, NC",395235,81,2021-03,1450
8854,"Wichita, KS",395224,82,2021-03,860
8855,"Springfield, MA",395115,83,2021-03,1545
8856,"Fort Myers, FL",394440,84,2021-03,1555
8857,"Boise City, ID",394399,85,2021-03,1626
8858,"Toledo, OH",395160,86,2021-03,1026
8859,"Madison, WI",394816,87,2021-03,1256
8860,"Lakeland, FL",394766,88,2021-03,1525
8861,"Ogden, UT",394931,89,2021-03,1433
8862,"Daytona Beach, FL",394528,90,2021-03,1538
8863,"Des Moines, IA",394531,91,2021-03,1148
8864,"Jackson, MS",394711,92,2021-03,1268
8865,"Youngstown, OH",395245,93,2021-03,785
8866,"Augusta, GA",394352,94,2021-03,1177
8867,"Scranton, PA",395075,95,2021-03,1047
8868,"Harrisburg, PA",394666,96,2021-03,1187
8869,"Melbourne, FL",394957,97,2021-03,1533
8870,"Spokane, WA",395113,99,2021-03,1372
8871,"Provo, UT",395006,100,2021-03,1459
8872,"Killeen, TX",394746,128,2021-03,1132
8873,"College Station, TX",394483,192,2021-03,1489
8874,United States,102001,0,2021-04,1741
8875,"New York, NY",394913,1,2021-04,5255
8876,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2021-04,2443
8877,"Chicago, IL",394463,3,2021-04,1644
8878,"Dallas-Fort Worth, TX",394514,4,2021-04,1536
8879,"Philadelphia, PA",394974,5,2021-04,1640
8880,"Houston, TX",394692,6,2021-04,1403
8881,"Washington, DC",395209,7,2021-04,1985
8882,"Miami-Fort Lauderdale, FL",394856,8,2021-04,2150
8883,"Atlanta, GA",394347,9,2021-04,1668
8884,"Boston, MA",394404,10,2021-04,2568
8885,"San Francisco, CA",395057,11,2021-04,2970
8886,"Detroit, MI",394532,12,2021-04,1289
8887,"Riverside, CA",395025,13,2021-04,2220
8888,"Phoenix, AZ",394976,14,2021-04,1619
8889,"Seattle, WA",395078,15,2021-04,1965
8890,"Minneapolis-St Paul, MN",394865,16,2021-04,1535
8891,"San Diego, CA",395056,17,2021-04,2478
8892,"St. Louis, MO",395121,18,2021-04,1141
8893,"Tampa, FL",395148,19,2021-04,1691
8894,"Baltimore, MD",394358,20,2021-04,1652
8895,"Denver, CO",394530,21,2021-04,1756
8896,"Pittsburgh, PA",394982,22,2021-04,1234
8897,"Portland, OR",394998,23,2021-04,1671
8898,"Charlotte, NC",394458,24,2021-04,1527
8899,"Sacramento, CA",395045,25,2021-04,2046
8900,"San Antonio, TX",395055,26,2021-04,1253
8901,"Orlando, FL",394943,27,2021-04,1686
8902,"Cincinnati, OH",394466,28,2021-04,1296
8903,"Cleveland, OH",394475,29,2021-04,1163
8904,"Kansas City, MO",394735,30,2021-04,1195
8905,"Las Vegas, NV",394775,31,2021-04,1559
8906,"Columbus, OH",394492,32,2021-04,1279
8907,"Indianapolis, IN",394705,33,2021-04,1297
8908,"San Jose, CA",395059,34,2021-04,2950
8909,"Austin, TX",394355,35,2021-04,1564
8910,"Virginia Beach, VA",395194,36,2021-04,1417
8911,"Nashville, TN",394902,37,2021-04,1610
8912,"Providence, RI",395005,38,2021-04,1671
8913,"Milwaukee, WI",394862,39,2021-04,1151
8914,"Jacksonville, FL",394714,40,2021-04,1505
8915,"Memphis, TN",394849,41,2021-04,1360
8916,"Oklahoma City, OK",394935,42,2021-04,1153
8917,"Louisville-Jefferson County, KY",394807,43,2021-04,1113
8918,"Hartford, CT",394669,44,2021-04,1501
8919,"Richmond, VA",395022,45,2021-04,1385
8920,"New Orleans, LA",394910,46,2021-04,1262
8921,"Buffalo, NY",394425,47,2021-04,1088
8922,"Raleigh, NC",395012,48,2021-04,1496
8923,"Birmingham, AL",394388,49,2021-04,1231
8924,"Salt Lake City, UT",395053,50,2021-04,1464
8925,"Rochester, NY",395031,51,2021-04,1214
8926,"Grand Rapids, MI",394640,52,2021-04,1347
8927,"Tucson, AZ",395167,53,2021-04,1365
8928,"Urban Honolulu, HI",753924,54,2021-04,2442
8929,"Tulsa, OK",395169,55,2021-04,1105
8930,"Fresno, CA",394619,56,2021-04,1713
8931,"Worcester, MA",395238,57,2021-04,1581
8932,"Stamford, CT",394415,58,2021-04,2379
8933,"Albuquerque, NM",394312,59,2021-04,1260
8934,"Albany, NY",394308,60,2021-04,1297
8935,"Omaha, NE",394938,61,2021-04,1097
8936,"New Haven, CT",394908,62,2021-04,1637
8937,"Bakersfield, CA",394357,63,2021-04,1416
8938,"Knoxville, TN",394753,64,2021-04,1340
8939,"Greenville, SC",394653,65,2021-04,1242
8940,"Ventura, CA",394952,66,2021-04,2688
8941,"Allentown, PA",394318,67,2021-04,1563
8942,"El Paso, TX",394561,68,2021-04,1155
8943,"Baton Rouge, LA",394367,69,2021-04,1209
8944,"Dayton, OH",394521,70,2021-04,1091
8945,"McAllen, TX",394843,71,2021-04,944
8946,"Columbia, SC",394486,72,2021-04,1258
8947,"Greensboro, NC",394648,73,2021-04,1293
8948,"Akron, OH",394304,74,2021-04,1018
8949,"North Port-Sarasota-Bradenton, FL",753906,75,2021-04,1834
8950,"Little Rock, AR",394798,76,2021-04,948
8951,"Stockton, CA",395134,77,2021-04,2345
8952,"Charleston, SC",394457,78,2021-04,1586
8953,"Syracuse, NY",395143,79,2021-04,1230
8954,"Colorado Springs, CO",394484,80,2021-04,1610
8955,"Winston-Salem, NC",395235,81,2021-04,1468
8956,"Wichita, KS",395224,82,2021-04,866
8957,"Springfield, MA",395115,83,2021-04,1554
8958,"Fort Myers, FL",394440,84,2021-04,1586
8959,"Boise City, ID",394399,85,2021-04,1654
8960,"Toledo, OH",395160,86,2021-04,1036
8961,"Madison, WI",394816,87,2021-04,1262
8962,"Lakeland, FL",394766,88,2021-04,1547
8963,"Ogden, UT",394931,89,2021-04,1452
8964,"Daytona Beach, FL",394528,90,2021-04,1558
8965,"Des Moines, IA",394531,91,2021-04,1153
8966,"Jackson, MS",394711,92,2021-04,1277
8967,"Youngstown, OH",395245,93,2021-04,794
8968,"Augusta, GA",394352,94,2021-04,1189
8969,"Scranton, PA",395075,95,2021-04,1058
8970,"Harrisburg, PA",394666,96,2021-04,1199
8971,"Melbourne, FL",394957,97,2021-04,1557
8972,"Spokane, WA",395113,99,2021-04,1394
8973,"Provo, UT",395006,100,2021-04,1478
8974,"Killeen, TX",394746,128,2021-04,1151
8975,"College Station, TX",394483,192,2021-04,1495
8976,United States,102001,0,2021-05,1761
8977,"New York, NY",394913,1,2021-05,5310
8978,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2021-05,2468
8979,"Chicago, IL",394463,3,2021-05,1656
8980,"Dallas-Fort Worth, TX",394514,4,2021-05,1557
8981,"Philadelphia, PA",394974,5,2021-05,1654
8982,"Houston, TX",394692,6,2021-05,1417
8983,"Washington, DC",395209,7,2021-05,2002
8984,"Miami-Fort Lauderdale, FL",394856,8,2021-05,2194
8985,"Atlanta, GA",394347,9,2021-05,1697
8986,"Boston, MA",394404,10,2021-05,2592
8987,"San Francisco, CA",395057,11,2021-05,2990
8988,"Detroit, MI",394532,12,2021-05,1301
8989,"Riverside, CA",395025,13,2021-05,2252
8990,"Phoenix, AZ",394976,14,2021-05,1651
8991,"Seattle, WA",395078,15,2021-05,1988
8992,"Minneapolis-St Paul, MN",394865,16,2021-05,1542
8993,"San Diego, CA",395056,17,2021-05,2511
8994,"St. Louis, MO",395121,18,2021-05,1150
8995,"Tampa, FL",395148,19,2021-05,1727
8996,"Baltimore, MD",394358,20,2021-05,1668
8997,"Denver, CO",394530,21,2021-05,1776
8998,"Pittsburgh, PA",394982,22,2021-05,1242
8999,"Portland, OR",394998,23,2021-05,1687
9000,"Charlotte, NC",394458,24,2021-05,1549
9001,"Sacramento, CA",395045,25,2021-05,2068
9002,"San Antonio, TX",395055,26,2021-05,1268
9003,"Orlando, FL",394943,27,2021-05,1716
9004,"Cincinnati, OH",394466,28,2021-05,1306
9005,"Cleveland, OH",394475,29,2021-05,1172
9006,"Kansas City, MO",394735,30,2021-05,1204
9007,"Las Vegas, NV",394775,31,2021-05,1589
9008,"Columbus, OH",394492,32,2021-05,1289
9009,"Indianapolis, IN",394705,33,2021-05,1310
9010,"San Jose, CA",395059,34,2021-05,2968
9011,"Austin, TX",394355,35,2021-05,1592
9012,"Virginia Beach, VA",395194,36,2021-05,1434
9013,"Nashville, TN",394902,37,2021-05,1633
9014,"Providence, RI",395005,38,2021-05,1689
9015,"Milwaukee, WI",394862,39,2021-05,1158
9016,"Jacksonville, FL",394714,40,2021-05,1532
9017,"Memphis, TN",394849,41,2021-05,1377
9018,"Oklahoma City, OK",394935,42,2021-05,1165
9019,"Louisville-Jefferson County, KY",394807,43,2021-05,1121
9020,"Hartford, CT",394669,44,2021-05,1513
9021,"Richmond, VA",395022,45,2021-05,1400
9022,"New Orleans, LA",394910,46,2021-05,1276
9023,"Buffalo, NY",394425,47,2021-05,1096
9024,"Raleigh, NC",395012,48,2021-05,1517
9025,"Birmingham, AL",394388,49,2021-05,1242
9026,"Salt Lake City, UT",395053,50,2021-05,1484
9027,"Rochester, NY",395031,51,2021-05,1225
9028,"Grand Rapids, MI",394640,52,2021-05,1360
9029,"Tucson, AZ",395167,53,2021-05,1385
9030,"Urban Honolulu, HI",753924,54,2021-05,2461
9031,"Tulsa, OK",395169,55,2021-05,1117
9032,"Fresno, CA",394619,56,2021-05,1738
9033,"Worcester, MA",395238,57,2021-05,1597
9034,"Stamford, CT",394415,58,2021-05,2398
9035,"Albuquerque, NM",394312,59,2021-05,1279
9036,"Albany, NY",394308,60,2021-05,1307
9037,"Omaha, NE",394938,61,2021-05,1105
9038,"New Haven, CT",394908,62,2021-05,1655
9039,"Bakersfield, CA",394357,63,2021-05,1433
9040,"Knoxville, TN",394753,64,2021-05,1361
9041,"Greenville, SC",394653,65,2021-05,1257
9042,"Ventura, CA",394952,66,2021-05,2719
9043,"Allentown, PA",394318,67,2021-05,1583
9044,"El Paso, TX",394561,68,2021-05,1166
9045,"Baton Rouge, LA",394367,69,2021-05,1218
9046,"Dayton, OH",394521,70,2021-05,1101
9047,"McAllen, TX",394843,71,2021-05,952
9048,"Columbia, SC",394486,72,2021-05,1273
9049,"Greensboro, NC",394648,73,2021-05,1310
9050,"Akron, OH",394304,74,2021-05,1027
9051,"North Port-Sarasota-Bradenton, FL",753906,75,2021-05,1878
9052,"Little Rock, AR",394798,76,2021-05,958
9053,"Stockton, CA",395134,77,2021-05,2372
9054,"Charleston, SC",394457,78,2021-05,1609
9055,"Syracuse, NY",395143,79,2021-05,1245
9056,"Colorado Springs, CO",394484,80,2021-05,1630
9057,"Winston-Salem, NC",395235,81,2021-05,1486
9058,"Wichita, KS",395224,82,2021-05,872
9059,"Springfield, MA",395115,83,2021-05,1563
9060,"Fort Myers, FL",394440,84,2021-05,1621
9061,"Boise City, ID",394399,85,2021-05,1680
9062,"Toledo, OH",395160,86,2021-05,1047
9063,"Madison, WI",394816,87,2021-05,1267
9064,"Lakeland, FL",394766,88,2021-05,1572
9065,"Ogden, UT",394931,89,2021-05,1472
9066,"Daytona Beach, FL",394528,90,2021-05,1579
9067,"Des Moines, IA",394531,91,2021-05,1159
9068,"Jackson, MS",394711,92,2021-05,1286
9069,"Youngstown, OH",395245,93,2021-05,803
9070,"Augusta, GA",394352,94,2021-05,1201
9071,"Scranton, PA",395075,95,2021-05,1069
9072,"Harrisburg, PA",394666,96,2021-05,1212
9073,"Melbourne, FL",394957,97,2021-05,1584
9074,"Spokane, WA",395113,99,2021-05,1415
9075,"Provo, UT",395006,100,2021-05,1499
9076,"Killeen, TX",394746,128,2021-05,1171
9077,"College Station, TX",394483,192,2021-05,1503
9078,United States,102001,0,2021-06,1782
9079,"New York, NY",394913,1,2021-06,5366
9080,"Los Angeles-Long Beach-Anaheim, CA",753899,2,2021-06,2492
9081,"Chicago, IL",394463,3,2021-06,1668
9082,"Dallas-Fort Worth, TX",394514,4,2021-06,1578
9083,"Philadelphia, PA",394974,5,2021-06,1668
9084,"Houston, TX",394692,6,2021-06,1430
9085,"Washington, DC",395209,7,2021-06,2019
9086,"Miami-Fort Lauderdale, FL",394856,8,2021-06,2238
9087,"Atlanta, GA",394347,9,2021-06,1725
9088,"Boston, MA",394404,10,2021-06,2616
9089,"San Francisco, CA",395057,11,2021-06,3011
9090,"Detroit, MI",394532,12,2021-06,1312
9091,"Riverside, CA",395025,13,2021-06,2284
9092,"Phoenix, AZ",394976,14,2021-06,1684
9093,"Seattle, WA",395078,15,2021-06,2012
9094,"Minneapolis-St Paul, MN",394865,16,2021-06,1549
9095,"San Diego, CA",395056,17,2021-06,2543
9096,"St. Louis, MO",395121,18,2021-06,1159
9097,"Tampa, FL",395148,19,2021-06,1763
9098,"Baltimore, MD",394358,20,2021-06,1684
9099,"Denver, CO",394530,21,2021-06,1796
9100,"Pittsburgh, PA",394982,22,2021-06,1250
9101,"Portland, OR",394998,23,2021-06,1704
9102,"Charlotte, NC",394458,24,2021-06,1571
9103,"Sacramento, CA",395045,25,2021-06,2091
9104,"San Antonio, TX",395055,26,2021-06,1283
9105,"Orlando, FL",394943,27,2021-06,1746
9106,"Cincinnati, OH",394466,28,2021-06,1317
9107,"Cleveland, OH",394475,29,2021-06,1181
9108,"Kansas City, MO",394735,30,2021-06,1213
9109,"Las Vegas, NV",394775,31,2021-06,1620
9110,"Columbus, OH",394492,32,2021-06,1300
9111,"Indianapolis, IN",394705,33,2021-06,1323
9112,"San Jose, CA",395059,34,2021-06,2986
9113,"Austin, TX",394355,35,2021-06,1621
9114,"Virginia Beach, VA",395194,36,2021-06,1451
9115,"Nashville, TN",394902,37,2021-06,1655
9116,"Providence, RI",395005,38,2021-06,1706
9117,"Milwaukee, WI",394862,39,2021-06,1164
9118,"Jacksonville, FL",394714,40,2021-06,1559
9119,"Memphis, TN",394849,41,2021-06,1394
9120,"Oklahoma City, OK",394935,42,2021-06,1176
9121,"Louisville-Jefferson County, KY",394807,43,2021-06,1128
9122,"Hartford, CT",394669,44,2021-06,1526
9123,"Richmond, VA",395022,45,2021-06,1415
9124,"New Orleans, LA",394910,46,2021-06,1290
9125,"Buffalo, NY",394425,47,2021-06,1105
9126,"Raleigh, NC",395012,48,2021-06,1538
9127,"Birmingham, AL",394388,49,2021-06,1252
9128,"Salt Lake City, UT",395053,50,2021-06,1505
9129,"Rochester, NY",395031,51,2021-06,1236
9130,"Grand Rapids, MI",394640,52,2021-06,1373
9131,"Tucson, AZ",395167,53,2021-06,1405
9132,"Urban Honolulu, HI",753924,54,2021-06,2481
9133,"Tulsa, OK",395169,55,2021-06,1130
9134,"Fresno, CA",394619,56,2021-06,1763
9135,"Worcester, MA",395238,57,2021-06,1612
9136,"Stamford, CT",394415,58,2021-06,2418
9137,"Albuquerque, NM",394312,59,2021-06,1297
9138,"Albany, NY",394308,60,2021-06,1317
9139,"Omaha, NE",394938,61,2021-06,1113
9140,"New Haven, CT",394908,62,2021-06,1672
9141,"Bakersfield, CA",394357,63,2021-06,1451
9142,"Knoxville, TN",394753,64,2021-06,1381
9143,"Greenville, SC",394653,65,2021-06,1272
9144,"Ventura, CA",394952,66,2021-06,2751
9145,"Allentown, PA",394318,67,2021-06,1603
9146,"El Paso, TX",394561,68,2021-06,1176
9147,"Baton Rouge, LA",394367,69,2021-06,1227
9148,"Dayton, OH",394521,70,2021-06,1111
9149,"McAllen, TX",394843,71,2021-06,960
9150,"Columbia, SC",394486,72,2021-06,1289
9151,"Greensboro, NC",394648,73,2021-06,1327
9152,"Akron, OH",394304,74,2021-06,1036
9153,"North Port-Sarasota-Bradenton, FL",753906,75,2021-06,1922
9154,"Little Rock, AR",394798,76,2021-06,967
9155,"Stockton, CA",395134,77,2021-06,2399
9156,"Charleston, SC",394457,78,2021-06,1633
9157,"Syracuse, NY",395143,79,2021-06,1260
9158,"Colorado Springs, CO",394484,80,2021-06,1649
9159,"Winston-Salem, NC",395235,81,2021-06,1505
9160,"Wichita, KS",395224,82,2021-06,878
9161,"Springfield, MA",395115,83,2021-06,1573
9162,"Fort Myers, FL",394440,84,2021-06,1657
9163,"Boise City, ID",394399,85,2021-06,1706
9164,"Toledo, OH",395160,86,2021-06,1058
9165,"Madison, WI",394816,87,2021-06,1273
9166,"Lakeland, FL",394766,88,2021-06,1596
9167,"Ogden, UT",394931,89,2021-06,1492
9168,"Daytona Beach, FL",394528,90,2021-06,1601
9169,"Des Moines, IA",394531,91,2021-06,1164
9170,"Jackson, MS",394711,92,2021-06,1295
